NDC,Proprietary Name,Non-Proprietary Name,Dosage Form,Route Name,Company Name,Product Type
63629-1184,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1938,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1939,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1940,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-1941,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2292,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2293,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2294,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2295,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2296,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2297,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2298,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2299,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2300,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2308,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2309,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2310,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2468,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2469,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2470,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-2471,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-5422,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-5432,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-5434,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7821,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7822,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-7823,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8499,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8885,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8886,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
63629-8887,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
64950-343,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,Genus Lifesciences Inc.,Human Prescription Drug
65162-115,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-675,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
65162-696,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Amneal Pharmaceuticals Llc,Human Prescription Drug
66267-319,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
66689-004,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
66689-005,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
66689-023,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,"Vistapharm, Inc.",Human Prescription Drug
67296-0299,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-0589,Hydrocodone Bitartrate And Acetaminophen,,,,Redpharm Drug Inc.,
67296-0589,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1333,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1334,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1335,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1377,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1415,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1425,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1542,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1571,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1574,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1579,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1618,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1623,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1631,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1695,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1705,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1791,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
67296-1794,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Redpharm Drug, Inc.",Human Prescription Drug
68071-2494,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2545,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2593,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2629,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2645,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2664,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-2668,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-4801,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-4853,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-4941,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68071-5201,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Nucare Pharmaceuticals,inc.",Human Prescription Drug
68084-895,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,American Health Packaging,Human Prescription Drug
70518-2923,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Remedyrepack Inc.,Human Prescription Drug
71335-0108,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-0466,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1248,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1271,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1339,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1417,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1418,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1419,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1444,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1470,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1557,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1811,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71335-1970,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
71930-019,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-020,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-021,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-027,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Solution,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-042,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-043,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
71930-044,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Eywa Pharma Inc,Human Prescription Drug
72189-191,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Directrx,Human Prescription Drug
72189-343,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Direct Rx,Human Prescription Drug
72189-348,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,Directrx,Human Prescription Drug
72865-109,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-110,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-111,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-112,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-201,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-202,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-203,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
72865-204,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Xlcare Pharmaceuticals, Inc.",Human Prescription Drug
76420-133,Hydrocodone Bitartrate And Acetaminophen,Hydrocodone Bitartrate And Acetaminophen,Tablet,Oral,"Asclemed Usa, Inc.",Human Prescription Drug
79739-7182,Hydrocodone Bitartrate And Aspirin,Hydrocodone Bitartrate And Aspirin,Tablet,Oral,"Lgm Pharma Solutions, Llc",Human Prescription Drug
0121-4811,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Syrup,Oral,"Pharmaceutical Associates, Inc.",Human Prescription Drug
10702-055,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Tablet,Oral,"Kvk-tech, Inc.",Human Prescription Drug
10702-150,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide Oral Solution,Liquid,Oral,"Kvk-tech, Inc.",Human Prescription Drug
13668-577,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Solution,Oral,Torrent Pharmaceuticals Limited,Human Prescription Drug
17856-0455,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Syrup,Oral,Atlantic Biologicals Corp.,Human Prescription Drug
40032-118,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Tablet,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
40032-810,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Syrup,Oral,"Novel Laboratories, Inc.",Human Prescription Drug
43386-118,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Tablet,Oral,"Lupin Pharmaceuticals,inc.",Human Prescription Drug
50383-043,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Solution,Oral,Akorn,Human Prescription Drug
60432-455,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Syrup,Oral,"Morton Grove Pharmaceuticals, Inc.",Human Prescription Drug
60687-278,Hydrocodone Bitartrate And Homatropine Methylbromide,Hydrocodone Bitartrate And Homatropine Methylbromide,Syrup,Oral,American Health Packaging,Human Prescription Drug
0603-3586,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,"Tablet, Film Coated",Oral,"Par Pharmaceutical, Inc.",Human Prescription Drug
13107-004,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,"Tablet, Film Coated",Oral,"Aurolife Pharma, Llc",Human Prescription Drug
53746-116,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
53746-117,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
53746-145,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
53746-146,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Amneal Pharmaceuticals Of New York Llc,Human Prescription Drug
63629-5437,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
67296-1655,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,"Tablet, Film Coated",Oral,"Redpharm Drug, Inc.",Human Prescription Drug
68084-841,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,American Health Packaging,Human Prescription Drug
71335-0104,Hydrocodone Bitartrate And Ibuprofen,Hydrocodone Bitartrate And Ibuprofen,Tablet,Oral,Bryant Ranch Prepack,Human Prescription Drug
62542-301,Hydrocodone Polistirex And Chlorpheniramine Polistirex,Hydrocodone Polistirex And Chlorpheniramine Polistirex,"Suspension, Extended Release",Oral,Neos Therapeutics Lp,Human Prescription Drug
